function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
9;nbody0.g;move_particles;;100;8.26;;;;;;"100,0,0,0,0,0,0,0,0,0";
